paper_id,instA_coords,instB_coords,instA_id,instB_id
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-83.7382241, 42.2780436]","[-88.2271615, 40.1019523]",3686,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[-114.140695, 51.0775908]",1020,4078
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[174.7691073, -36.852337799999994]",1020,1121
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[-94.1788816, 36.09915170000001]",1020,6265
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[-95.6078228, 29.7877805]",1020,2347
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[-46.7307891, -23.5613991]",1020,6254
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[10.768215099999999, 59.66617539999999]",1020,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[151.2312675, -33.917347]","[-88.2271615, 40.1019523]",1020,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[174.7691073, -36.852337799999994]",4078,1121
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[-94.1788816, 36.09915170000001]",4078,6265
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[-95.6078228, 29.7877805]",4078,2347
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[-46.7307891, -23.5613991]",4078,6254
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[10.768215099999999, 59.66617539999999]",4078,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-114.140695, 51.0775908]","[-88.2271615, 40.1019523]",4078,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[174.7691073, -36.852337799999994]","[-94.1788816, 36.09915170000001]",1121,6265
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[174.7691073, -36.852337799999994]","[-95.6078228, 29.7877805]",1121,2347
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[174.7691073, -36.852337799999994]","[-46.7307891, -23.5613991]",1121,6254
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[174.7691073, -36.852337799999994]","[10.768215099999999, 59.66617539999999]",1121,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[174.7691073, -36.852337799999994]","[-88.2271615, 40.1019523]",1121,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-94.1788816, 36.09915170000001]","[-95.6078228, 29.7877805]",6265,2347
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-94.1788816, 36.09915170000001]","[-46.7307891, -23.5613991]",6265,6254
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-94.1788816, 36.09915170000001]","[10.768215099999999, 59.66617539999999]",6265,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-94.1788816, 36.09915170000001]","[-88.2271615, 40.1019523]",6265,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-95.6078228, 29.7877805]","[-46.7307891, -23.5613991]",2347,6254
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-95.6078228, 29.7877805]","[10.768215099999999, 59.66617539999999]",2347,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-95.6078228, 29.7877805]","[-88.2271615, 40.1019523]",2347,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-46.7307891, -23.5613991]","[10.768215099999999, 59.66617539999999]",6254,3927
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[-46.7307891, -23.5613991]","[-88.2271615, 40.1019523]",6254,6305
1c3abd60f3deefb350c36d0f51ba2ae27eff56b5,"[10.768215099999999, 59.66617539999999]","[-88.2271615, 40.1019523]",3927,6305
1c3d3ea935a9625190ebf6f76b035999b03e03f0,"[-96.72387490000001, 16.9109613]","[-100.3119038, 25.726406]",1111,7076
1c406ea14d2e344812f28f1c17cc8bcace7fda3f,"[-89.4124875, 43.076592]","[-89.43019100000001, 43.0775032]",10356,2386
1c424dc337c2192f2bb5813050a95c5c1c21d08e,"[16.868474499999998, 41.120554600000006]","[28.877503000000004, 40.2251434]",381,3860
1c468d9576bd22e199c4fe2028856afabb3746a7,"[20.3054461, 63.82022240000001]","[30.379411800000003, -29.6006068]",2218,9528
1c4efc49a82148b7365aa5f3cd2c9ac8e055fd0e,"[-1.2543668, 51.754816399999996]","[105.8593753, 21.013396399999998]",6066,6283
1c556f1162e697315763326c3cb401999f9e1da4,"[5.1224428999999985, 52.0902463]","[5.189058599999999, 52.1185239]",2566,4902
1c5b9b791b402f44f6229f9d420d6a10dc173d39,"[113.5457795, 22.130001999999998]","[121.599876, 31.194131]",2195,976
1c5b9b791b402f44f6229f9d420d6a10dc173d39,"[113.5457795, 22.130001999999998]","[106.468097, 29.56488]",2195,6957
1c5b9b791b402f44f6229f9d420d6a10dc173d39,"[121.599876, 31.194131]","[106.468097, 29.56488]",976,6957
1c5f2a7a584371461fa19a49e49c99ecd0ef7743,"[108.073742, 34.262298]","[113.33923300000001, 23.1526733]",8512,3619
1c5f9e0dfbba108b9d431f99fe2274ad0c47e7bc,"[-122.91988329999998, 49.27809370000001]","[-122.31761409999999, 47.6912794]",1645,2544
1c5f9e0dfbba108b9d431f99fe2274ad0c47e7bc,"[-122.91988329999998, 49.27809370000001]","[-90.3107962, 38.6487895]",1645,3948
1c5f9e0dfbba108b9d431f99fe2274ad0c47e7bc,"[-122.31761409999999, 47.6912794]","[-90.3107962, 38.6487895]",2544,3948
1c60d93cd686bb14fac65510ad3de47cf8b9332c,"[2.4453972, 48.7880227]","[2.3112487999999995, 48.8403734]",8964,5316
1c60d93cd686bb14fac65510ad3de47cf8b9332c,"[2.4453972, 48.7880227]","[3.8634485, 43.6316206]",8964,8303
1c60d93cd686bb14fac65510ad3de47cf8b9332c,"[2.3112487999999995, 48.8403734]","[3.8634485, 43.6316206]",5316,8303
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[127.10346409999998, 37.406566999999995]",6604,1151
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[24.9510419, 60.1726348]",6604,3165
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[26.7198659, 58.3810843]",6604,7418
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[24.06597, 56.9322141]",6604,6803
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[23.9167513, 54.89424920000001]",6604,9628
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[5.321754900000001, 60.3878586]",6604,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[24.908814899999996, 60.19001009999999]",6604,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[17.6300093, 59.85090049999999]",6604,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[10.715081800000002, 59.94924049999999]",6604,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[16.384984, 48.209754100000005]",6604,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.4020771, 63.41949899999999]","[8.544163000000001, 47.381712]",6604,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[24.9510419, 60.1726348]",1151,3165
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[26.7198659, 58.3810843]",1151,7418
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[24.06597, 56.9322141]",1151,6803
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[23.9167513, 54.89424920000001]",1151,9628
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[5.321754900000001, 60.3878586]",1151,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[24.908814899999996, 60.19001009999999]",1151,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[17.6300093, 59.85090049999999]",1151,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[10.715081800000002, 59.94924049999999]",1151,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[16.384984, 48.209754100000005]",1151,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[127.10346409999998, 37.406566999999995]","[8.544163000000001, 47.381712]",1151,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[26.7198659, 58.3810843]",3165,7418
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[24.06597, 56.9322141]",3165,6803
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[23.9167513, 54.89424920000001]",3165,9628
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[5.321754900000001, 60.3878586]",3165,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[24.908814899999996, 60.19001009999999]",3165,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[17.6300093, 59.85090049999999]",3165,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[10.715081800000002, 59.94924049999999]",3165,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[16.384984, 48.209754100000005]",3165,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.9510419, 60.1726348]","[8.544163000000001, 47.381712]",3165,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[24.06597, 56.9322141]",7418,6803
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[23.9167513, 54.89424920000001]",7418,9628
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[5.321754900000001, 60.3878586]",7418,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[24.908814899999996, 60.19001009999999]",7418,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[17.6300093, 59.85090049999999]",7418,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[10.715081800000002, 59.94924049999999]",7418,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[16.384984, 48.209754100000005]",7418,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[26.7198659, 58.3810843]","[8.544163000000001, 47.381712]",7418,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[23.9167513, 54.89424920000001]",6803,9628
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[5.321754900000001, 60.3878586]",6803,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[24.908814899999996, 60.19001009999999]",6803,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[17.6300093, 59.85090049999999]",6803,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[10.715081800000002, 59.94924049999999]",6803,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[16.384984, 48.209754100000005]",6803,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.06597, 56.9322141]","[8.544163000000001, 47.381712]",6803,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[5.321754900000001, 60.3878586]",9628,8799
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[24.908814899999996, 60.19001009999999]",9628,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[17.6300093, 59.85090049999999]",9628,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[10.715081800000002, 59.94924049999999]",9628,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[16.384984, 48.209754100000005]",9628,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[23.9167513, 54.89424920000001]","[8.544163000000001, 47.381712]",9628,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[5.321754900000001, 60.3878586]","[24.908814899999996, 60.19001009999999]",8799,9331
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[5.321754900000001, 60.3878586]","[17.6300093, 59.85090049999999]",8799,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[5.321754900000001, 60.3878586]","[10.715081800000002, 59.94924049999999]",8799,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[5.321754900000001, 60.3878586]","[16.384984, 48.209754100000005]",8799,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[5.321754900000001, 60.3878586]","[8.544163000000001, 47.381712]",8799,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.908814899999996, 60.19001009999999]","[17.6300093, 59.85090049999999]",9331,312
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.908814899999996, 60.19001009999999]","[10.715081800000002, 59.94924049999999]",9331,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.908814899999996, 60.19001009999999]","[16.384984, 48.209754100000005]",9331,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[24.908814899999996, 60.19001009999999]","[8.544163000000001, 47.381712]",9331,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[17.6300093, 59.85090049999999]","[10.715081800000002, 59.94924049999999]",312,5391
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[17.6300093, 59.85090049999999]","[16.384984, 48.209754100000005]",312,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[17.6300093, 59.85090049999999]","[8.544163000000001, 47.381712]",312,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.715081800000002, 59.94924049999999]","[16.384984, 48.209754100000005]",5391,1869
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[10.715081800000002, 59.94924049999999]","[8.544163000000001, 47.381712]",5391,4766
1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,"[16.384984, 48.209754100000005]","[8.544163000000001, 47.381712]",1869,4766
1c67b300952067ece965c053279aa39ec81d566c,"[-72.7912369, 41.729836299999995]","[-72.5300515, 42.3867598]",2478,3965
1c7244aaf28f137dd5adb256b93732be45e28ce0,"[114.1797311, 22.3039347]","[7.662325599999999, 45.063231200000004]",8497,3531
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.5314925, 52.210980299999996]","[9.8015244, 52.3549693]",8225,37
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.5314925, 52.210980299999996]","[7.261609300000001, 51.44566589999999]",8225,299
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.5314925, 52.210980299999996]","[5.1224428999999985, 52.0902463]",8225,2566
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.5314925, 52.210980299999996]","[10.4956101, 52.280440000000006]",8225,6896
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.5314925, 52.210980299999996]","[7.845949599999999, 47.9935441]",8225,5324
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[9.8015244, 52.3549693]","[7.261609300000001, 51.44566589999999]",37,299
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[9.8015244, 52.3549693]","[5.1224428999999985, 52.0902463]",37,2566
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[9.8015244, 52.3549693]","[10.4956101, 52.280440000000006]",37,6896
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[9.8015244, 52.3549693]","[7.845949599999999, 47.9935441]",37,5324
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[7.261609300000001, 51.44566589999999]","[5.1224428999999985, 52.0902463]",299,2566
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[7.261609300000001, 51.44566589999999]","[10.4956101, 52.280440000000006]",299,6896
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[7.261609300000001, 51.44566589999999]","[7.845949599999999, 47.9935441]",299,5324
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[5.1224428999999985, 52.0902463]","[10.4956101, 52.280440000000006]",2566,6896
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[5.1224428999999985, 52.0902463]","[7.845949599999999, 47.9935441]",2566,5324
1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e,"[10.4956101, 52.280440000000006]","[7.845949599999999, 47.9935441]",6896,5324
1c956bc94ce590a7ca6c2ace2c0766bbbbfaa0e3,"[126.90587109999998, 35.1769681]","[127.3539558, 36.372772]",546,10529
1c99996bbb6f3f46fadcb801a04bb2304921d718,"[-86.8064433, 33.5019893]","[-75.1798578, 40.0194915]",825,7707
1cb1450918a0b51884cf99f1a4011f5c3a9db570,"[34.8668668, 32.0891567]","[34.7898816, 32.080125800000005]",3751,3100
1cb1450918a0b51884cf99f1a4011f5c3a9db570,"[34.8668668, 32.0891567]","[34.839417700000006, 31.966053100000003]",3751,947
1cb1450918a0b51884cf99f1a4011f5c3a9db570,"[34.7898816, 32.080125800000005]","[34.839417700000006, 31.966053100000003]",3100,947
1cb52c44689f95bc94feddd1b17aca005cbae7b6,"[140.874074, 38.253834000000005]","[140.8409123, 38.349402600000005]",1536,9578
1cb71d96b0b693308dd72040a772690ba6d7e4ac,"[-1.5550328000000002, 53.806681499999996]","[-71.072408, 42.3364013]",260,4287
1ccf19a7957dd88ddcce92605007ad16f26d28ed,"[-87.6687123, 41.87464]","[-92.3232065, 38.94298800000001]",2450,5118
1ccf19a7957dd88ddcce92605007ad16f26d28ed,"[-87.6687123, 41.87464]","[-84.32677159999999, 33.7894903]",2450,3764
1ccf19a7957dd88ddcce92605007ad16f26d28ed,"[-92.3232065, 38.94298800000001]","[-84.32677159999999, 33.7894903]",5118,3764
1ce2ec3b5d92a3f2ace27a00bde0165ba6761aa0,"[144.960974, -37.798345899999994]","[151.20540259999999, -33.87072620000001]",153,7660
1cedf8c2a09236302e9b5717604bdb98bae977ff,"[-117.2503233, 32.8681401]","[-88.01697, 42.0053528]",8706,3267
1cf06efb631fff1394f207cd3ad09376ed85f8cb,"[120.6045116, 24.1846146]","[120.6045116, 24.1846146]",1609,378
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-93.6339642, 41.999165999999995]","[-77.026088, 38.99066570000001]",4545,3195
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-93.6339642, 41.999165999999995]","[-82.442077, 27.288040000000002]",4545,1777
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-93.6339642, 41.999165999999995]","[-94.19193890000001, 36.31041210000001]",4545,4869
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-93.6339642, 41.999165999999995]","[-84.32224000000001, 33.7971368]",4545,5236
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-77.026088, 38.99066570000001]","[-82.442077, 27.288040000000002]",3195,1777
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-77.026088, 38.99066570000001]","[-94.19193890000001, 36.31041210000001]",3195,4869
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-77.026088, 38.99066570000001]","[-84.32224000000001, 33.7971368]",3195,5236
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-82.442077, 27.288040000000002]","[-94.19193890000001, 36.31041210000001]",1777,4869
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-82.442077, 27.288040000000002]","[-84.32224000000001, 33.7971368]",1777,5236
1cf4faa405e1bd03ac04596491a0261cfdd68449,"[-94.19193890000001, 36.31041210000001]","[-84.32224000000001, 33.7971368]",4869,5236
1cf99d5d21ded60fd8d950821eb8c3b9c6fff74d,"[32.825631699999995, 39.939183299999996]","[32.8225283, 39.93290820000001]",6698,1663
1cfa24297a36bcd526ad00635440d59bce705a17,"[-106.6313582, 52.1334003]","[-123.24599380000001, 49.26060520000001]",9538,6182
1d014d12e44c800bcc53665d422eb4b4881fef79,"[-3.7694777999999998, 40.32013389999999]","[-3.8635877, 40.45881]",8775,4733
1d07e497e0b1a4de9c6391e55c5aff384f56260f,"[-81.5157535, 27.664827399999997]","[-93.7216826, 32.503100800000006]",7027,9841
1d0c8b03f2da34c55161d6205a97d06d373762c0,"[126.64030020000001, 45.7240008]","[103.700763, 36.090703000000005]",5267,3668
1d17c2d96333b07394615a6f8fa1f9201a6e0742,"[-96.8402208, 32.8120563]","[-87.59871329999999, 41.788607899999995]",2125,9138
1d207b14f92ffce3c151c86f9483c159065e0646,"[-71.76325419999998, 42.2777464]","[9.8049569, 52.3835661]",9916,8091
1d2947d5c0addcbbcfa71d87ea074a8b6ff2a973,"[-79.9192254, 43.260878999999996]","[-74.65507389999998, 40.3430942]",2219,8223
1d2a06d34c1ae369008931acca5000233e246011,"[13.203493, 55.7119483]","[12.572409599999999, 55.6802303]",144,6432
1d2bddf76aaa2c8e1a112f3f072ff3e06d51e797,"[7.422670200000001, 46.9534627]","[-81.9899149, 33.4706237]",4507,8232
1d2bddf76aaa2c8e1a112f3f072ff3e06d51e797,"[7.422670200000001, 46.9534627]","[8.677140300000001, 50.5804674]",4507,8599
1d2bddf76aaa2c8e1a112f3f072ff3e06d51e797,"[-81.9899149, 33.4706237]","[8.677140300000001, 50.5804674]",8232,8599
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca,"[12.4949429, 55.763516]","[12.572409599999999, 55.6802303]",2713,6432
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca,"[12.4949429, 55.763516]","[12.521381, 55.785574200000006]",2713,10732
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca,"[12.572409599999999, 55.6802303]","[12.521381, 55.785574200000006]",6432,10732
1d3f0f0ee215dae40294661ec3db5310ef743ace,"[-91.79984590000001, 42.841007899999994]","[103.8468722, 1.3108033000000001]",10010,7050
1d3f0f0ee215dae40294661ec3db5310ef743ace,"[-91.79984590000001, 42.841007899999994]","[103.89255909999999, 1.3267777]",10010,4716
1d3f0f0ee215dae40294661ec3db5310ef743ace,"[103.8468722, 1.3108033000000001]","[103.89255909999999, 1.3267777]",7050,4716
1d4026551d877363fa34a6d63dc00dc1369a9381,"[32.8338615, 39.934855]","[19.0464429, 47.5012456]",6693,7932
1d4026551d877363fa34a6d63dc00dc1369a9381,"[32.8338615, 39.934855]","[43.06634990000001, 40.5838495]",6693,4922
1d4026551d877363fa34a6d63dc00dc1369a9381,"[19.0464429, 47.5012456]","[43.06634990000001, 40.5838495]",7932,4922
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-65.2013017, -26.829028899999997]",9210,2292
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-99.1590142, 19.292180300000002]",9210,3499
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-57.95956319999999, -34.925146399999996]",9210,10002
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-65.2153709, -26.815039000000002]",9210,4705
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-74.0059728, 40.7127753]",9210,3477
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-84.328008, 33.7993178]","[-77.0496567, 38.8963005]",9210,787
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2013017, -26.829028899999997]","[-99.1590142, 19.292180300000002]",2292,3499
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2013017, -26.829028899999997]","[-57.95956319999999, -34.925146399999996]",2292,10002
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2013017, -26.829028899999997]","[-65.2153709, -26.815039000000002]",2292,4705
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2013017, -26.829028899999997]","[-74.0059728, 40.7127753]",2292,3477
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2013017, -26.829028899999997]","[-77.0496567, 38.8963005]",2292,787
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-99.1590142, 19.292180300000002]","[-57.95956319999999, -34.925146399999996]",3499,10002
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-99.1590142, 19.292180300000002]","[-65.2153709, -26.815039000000002]",3499,4705
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-99.1590142, 19.292180300000002]","[-74.0059728, 40.7127753]",3499,3477
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-99.1590142, 19.292180300000002]","[-77.0496567, 38.8963005]",3499,787
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-57.95956319999999, -34.925146399999996]","[-65.2153709, -26.815039000000002]",10002,4705
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-57.95956319999999, -34.925146399999996]","[-74.0059728, 40.7127753]",10002,3477
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-57.95956319999999, -34.925146399999996]","[-77.0496567, 38.8963005]",10002,787
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2153709, -26.815039000000002]","[-74.0059728, 40.7127753]",4705,3477
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-65.2153709, -26.815039000000002]","[-77.0496567, 38.8963005]",4705,787
1d4793842e3eeae37f34abb1541b0cee61ff976d,"[-74.0059728, 40.7127753]","[-77.0496567, 38.8963005]",3477,787
1d6e09ce2559ff9fcb55f3351110880446b477fe,"[-86.8064433, 33.5019893]","[-74.65507389999998, 40.3430942]",825,8223
1d75590848a42f84359d8ff9631fdc3145efd631,"[103.818081, 36.045989]","[-93.13614720000001, 35.29378880000001]",6223,5421
1d75590848a42f84359d8ff9631fdc3145efd631,"[103.818081, 36.045989]","[108.74068799999999, 34.315071]",6223,6568
