paper_id,instA_coords,instB_coords,instA_id,instB_id
59429c5352bfefa9ca3d1d161e46c34a39d901c4,"[151.18734730000003, -33.888584]","[116.3264439, 39.9996674]",1894,6340
5946ce2fe82c2d27ec2953d28a59f04baad76d61,"[88.387755, 22.574499499999998]","[88.399816, 22.5658475]",2921,7459
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-71.1041786, 42.3356352]","[-90.2629289, 38.6351441]",7062,8049
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-71.1041786, 42.3356352]","[-94.5760649, 39.0990178]",7062,6561
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-71.1041786, 42.3356352]","[-5.8466252, 43.3617268]",7062,1970
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-90.2629289, 38.6351441]","[-94.5760649, 39.0990178]",8049,6561
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-90.2629289, 38.6351441]","[-5.8466252, 43.3617268]",8049,1970
5949c889b68c4a8146b85dc28e6786289bb06c77,"[-94.5760649, 39.0990178]","[-5.8466252, 43.3617268]",6561,1970
59532e3fbb23c6bca0ad86898cdf50817b38633f,"[-4.2882004999999985, 55.872121099999994]","[-3.1892412999999995, 55.94451579999999]",5270,6653
59532e3fbb23c6bca0ad86898cdf50817b38633f,"[-4.2882004999999985, 55.872121099999994]","[28.231447600000003, -25.7545492]",5270,7800
59532e3fbb23c6bca0ad86898cdf50817b38633f,"[-3.1892412999999995, 55.94451579999999]","[28.231447600000003, -25.7545492]",6653,7800
5958e21623316aeba99db79273c3149791ff6447,"[5.1799130999999985, 52.0865646]","[-77.1011249, 39.0040633]",10648,8367
5962da0d630c23dd023f1a0b64ce0559a59e76fc,"[10.5243659, 5.1307823]","[120.90141670000001, 31.415978000000003]",1945,5227
5966c5bbd4bfed6f11670d5bc618fc0c836d3524,"[-79.38832009999999, 43.650783600000004]","[121.61607109999998, 25.0423834]",2270,4105
5966c5bbd4bfed6f11670d5bc618fc0c836d3524,"[-79.38832009999999, 43.650783600000004]","[121.5189863, 25.0407391]",2270,5009
5966c5bbd4bfed6f11670d5bc618fc0c836d3524,"[121.61607109999998, 25.0423834]","[121.5189863, 25.0407391]",4105,5009
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-79.3909438, 43.6576736]","[-78.9479806, 43.849046200000004]",6963,8388
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-79.3909438, 43.6576736]","[-79.36274410000001, 43.7690968]",6963,7749
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-79.3909438, 43.6576736]","[-79.20465039999998, 43.780559600000004]",6963,2023
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-78.9479806, 43.849046200000004]","[-79.36274410000001, 43.7690968]",8388,7749
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-78.9479806, 43.849046200000004]","[-79.20465039999998, 43.780559600000004]",8388,2023
596e1ce4967dd7cbb1fbe4c6b52c3910fee48987,"[-79.36274410000001, 43.7690968]","[-79.20465039999998, 43.780559600000004]",7749,2023
5980867f3342ad6af052f516568c927cb82e0d58,"[-79.04691340000001, 35.904912200000005]","[-76.87561769999998, 39.0334822]",4941,9627
5983dd565bffc17cbec2386b122ef040c1da628b,"[-114.79688290000001, 32.46821]","[-117.0861223, 32.5293345]",5727,3085
5983dd565bffc17cbec2386b122ef040c1da628b,"[-114.79688290000001, 32.46821]","[-99.1333401, 19.437986600000002]",5727,578
5983dd565bffc17cbec2386b122ef040c1da628b,"[-114.79688290000001, 32.46821]","[3.1380630000000003, 50.609049]",5727,9256
5983dd565bffc17cbec2386b122ef040c1da628b,"[-117.0861223, 32.5293345]","[-99.1333401, 19.437986600000002]",3085,578
5983dd565bffc17cbec2386b122ef040c1da628b,"[-117.0861223, 32.5293345]","[3.1380630000000003, 50.609049]",3085,9256
5983dd565bffc17cbec2386b122ef040c1da628b,"[-99.1333401, 19.437986600000002]","[3.1380630000000003, 50.609049]",578,9256
5987eb1a08525b36ae6ea012ce899031c4b032cf,"[0.1218021, 52.19955969999999]","[20.3054461, 63.82022240000001]",9933,2505
598afbc9be3b81a14195c3a45e3a4ca580e4958f,"[-113.5263186, 53.5232189]","[-122.175758, 37.4318102]",8284,1166
598afbc9be3b81a14195c3a45e3a4ca580e4958f,"[-113.5263186, 53.5232189]","[-122.31761409999999, 47.6912794]",8284,2544
598afbc9be3b81a14195c3a45e3a4ca580e4958f,"[-122.175758, 37.4318102]","[-122.31761409999999, 47.6912794]",1166,2544
59932fb1f0b98d054deab83dbf18caa8396cb6e8,"[138.5713281, -35.024495200000004]","[138.5713281, -35.024495200000004]",7759,4142
59932fb1f0b98d054deab83dbf18caa8396cb6e8,"[138.5713281, -35.024495200000004]","[0.1149085, 52.204266600000004]",7759,1325
59932fb1f0b98d054deab83dbf18caa8396cb6e8,"[138.5713281, -35.024495200000004]","[0.1149085, 52.204266600000004]",4142,1325
5993ed074d10970cc93e82fc038ae239f61a16e8,"[6.065686899999998, 50.7800778]","[-6.221033599999998, 53.306749399999994]",3784,869
5993ed074d10970cc93e82fc038ae239f61a16e8,"[6.065686899999998, 50.7800778]","[11.5896278, 48.22247249999999]",3784,2192
5993ed074d10970cc93e82fc038ae239f61a16e8,"[6.065686899999998, 50.7800778]","[6.404803500000001, 50.905256200000004]",3784,7355
5993ed074d10970cc93e82fc038ae239f61a16e8,"[-6.221033599999998, 53.306749399999994]","[11.5896278, 48.22247249999999]",869,2192
5993ed074d10970cc93e82fc038ae239f61a16e8,"[-6.221033599999998, 53.306749399999994]","[6.404803500000001, 50.905256200000004]",869,7355
5993ed074d10970cc93e82fc038ae239f61a16e8,"[11.5896278, 48.22247249999999]","[6.404803500000001, 50.905256200000004]",2192,7355
59a11e8976b666ba112da942d7ba7c698d06a9e8,"[-76.9425543, 38.9869183]","[-77.10758259999999, 38.9996533]",10074,4415
59a11e8976b666ba112da942d7ba7c698d06a9e8,"[-76.9425543, 38.9869183]","[-77.1116333, 39.06339639999999]",10074,4111
59a11e8976b666ba112da942d7ba7c698d06a9e8,"[-77.10758259999999, 38.9996533]","[-77.1116333, 39.06339639999999]",4415,4111
59a34f8561b8a70870682450d318e81fc0820676,"[-94.5760649, 39.0990178]","[-75.15601059999999, 39.9478658]",6561,3815
59a35cdb660028f2bcd0e53bf89b3c8d5942285c,"[141.340013, 43.077957500000004]","[-83.13683940000001, 40.0729266]",10596,7619
59a35cdb660028f2bcd0e53bf89b3c8d5942285c,"[141.340013, 43.077957500000004]","[36.8162641, -1.2803586]",10596,9909
59a35cdb660028f2bcd0e53bf89b3c8d5942285c,"[-83.13683940000001, 40.0729266]","[36.8162641, -1.2803586]",7619,9909
59a3e4ce3c3767a3d72419e427e6fa2b7df415c6,"[113.94519299999999, 22.536619]","[114.17242340000001, 22.3366793]",2951,6089
59ae1705d9fe9d34f1d7996bea46a83eacf92f47,"[26.069722, 44.4349877]","[26.1011433, 44.4355381]",5426,2405
59ae1705d9fe9d34f1d7996bea46a83eacf92f47,"[26.069722, 44.4349877]","[28.8244912, 47.018939200000005]",5426,8190
59ae1705d9fe9d34f1d7996bea46a83eacf92f47,"[26.1011433, 44.4355381]","[28.8244912, 47.018939200000005]",2405,8190
59b4f87d0038e7e52b0e70ee0d0d35a53a706407,"[-90.0434843, 35.1535935]","[7.613254799999999, 51.963581]",5167,10025
59b4f87d0038e7e52b0e70ee0d0d35a53a706407,"[-90.0434843, 35.1535935]","[-90.0300336, 35.14054369999999]",5167,6809
59b4f87d0038e7e52b0e70ee0d0d35a53a706407,"[7.613254799999999, 51.963581]","[-90.0300336, 35.14054369999999]",10025,6809
59b8223515bc831a32ce6fb0da66f6a671464b3d,"[-77.2063225, 39.0930191]","[-123.011077, 49.265396]",8617,1789
59b8223515bc831a32ce6fb0da66f6a671464b3d,"[-77.2063225, 39.0930191]","[-43.177919700000004, -22.903871]",8617,6657
59b8223515bc831a32ce6fb0da66f6a671464b3d,"[-123.011077, 49.265396]","[-43.177919700000004, -22.903871]",1789,6657
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[127.0793428, 37.5407625]","[-3.9799523999999997, 51.6092184]",10717,7174
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[127.0793428, 37.5407625]","[-2.9821428, 56.45824469999999]",10717,5260
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[127.0793428, 37.5407625]","[-122.24434199999999, 37.8798329]",10717,10271
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[127.0793428, 37.5407625]","[-2.7942674, 56.341713600000006]",10717,7693
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-3.9799523999999997, 51.6092184]","[-2.9821428, 56.45824469999999]",7174,5260
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-3.9799523999999997, 51.6092184]","[-122.24434199999999, 37.8798329]",7174,10271
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-3.9799523999999997, 51.6092184]","[-2.7942674, 56.341713600000006]",7174,7693
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-2.9821428, 56.45824469999999]","[-122.24434199999999, 37.8798329]",5260,10271
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-2.9821428, 56.45824469999999]","[-2.7942674, 56.341713600000006]",5260,7693
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c,"[-122.24434199999999, 37.8798329]","[-2.7942674, 56.341713600000006]",10271,7693
59c86aaa529d0a53be8cc3a92d6637efc66a66ad,"[22.9506205, 39.3576754]","[-82.34428799999998, 29.646493100000004]",8382,3735
59cdfbf3b9e99d780b3ad6cf2985e34ec61e8f5a,"[-83.7382241, 42.2780436]","[-77.85990840000001, 40.7982133]",3686,3026
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[8.7741641, 50.8106859]",4702,1601
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[13.581992999999999, -1.6161978000000001]",4702,8149
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[14.4142, 50.0816138]",4702,5665
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[9.96487, 53.546769999999995]",4702,3223
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[9.955582000000001, 48.4222305]",4702,10008
59d3f98d78f2ff993174b173807435e75df8bc3a,"[7.0865227, 50.726771500000005]","[-1.5716113999999999, 6.674503499999998]",4702,2393
59d3f98d78f2ff993174b173807435e75df8bc3a,"[8.7741641, 50.8106859]","[13.581992999999999, -1.6161978000000001]",1601,8149
59d3f98d78f2ff993174b173807435e75df8bc3a,"[8.7741641, 50.8106859]","[14.4142, 50.0816138]",1601,5665
59d3f98d78f2ff993174b173807435e75df8bc3a,"[8.7741641, 50.8106859]","[9.96487, 53.546769999999995]",1601,3223
59d3f98d78f2ff993174b173807435e75df8bc3a,"[8.7741641, 50.8106859]","[9.955582000000001, 48.4222305]",1601,10008
59d3f98d78f2ff993174b173807435e75df8bc3a,"[8.7741641, 50.8106859]","[-1.5716113999999999, 6.674503499999998]",1601,2393
59d3f98d78f2ff993174b173807435e75df8bc3a,"[13.581992999999999, -1.6161978000000001]","[14.4142, 50.0816138]",8149,5665
59d3f98d78f2ff993174b173807435e75df8bc3a,"[13.581992999999999, -1.6161978000000001]","[9.96487, 53.546769999999995]",8149,3223
59d3f98d78f2ff993174b173807435e75df8bc3a,"[13.581992999999999, -1.6161978000000001]","[9.955582000000001, 48.4222305]",8149,10008
59d3f98d78f2ff993174b173807435e75df8bc3a,"[13.581992999999999, -1.6161978000000001]","[-1.5716113999999999, 6.674503499999998]",8149,2393
59d3f98d78f2ff993174b173807435e75df8bc3a,"[14.4142, 50.0816138]","[9.96487, 53.546769999999995]",5665,3223
59d3f98d78f2ff993174b173807435e75df8bc3a,"[14.4142, 50.0816138]","[9.955582000000001, 48.4222305]",5665,10008
59d3f98d78f2ff993174b173807435e75df8bc3a,"[14.4142, 50.0816138]","[-1.5716113999999999, 6.674503499999998]",5665,2393
59d3f98d78f2ff993174b173807435e75df8bc3a,"[9.96487, 53.546769999999995]","[9.955582000000001, 48.4222305]",3223,10008
59d3f98d78f2ff993174b173807435e75df8bc3a,"[9.96487, 53.546769999999995]","[-1.5716113999999999, 6.674503499999998]",3223,2393
59d3f98d78f2ff993174b173807435e75df8bc3a,"[9.955582000000001, 48.4222305]","[-1.5716113999999999, 6.674503499999998]",10008,2393
59d9705d1665532f12f9014317352297b8a834e3,"[-73.9408887, 40.8411304]","[-73.87750679999998, 40.968312299999994]",3352,885
59e6dfead3d50788eb626a32f19305afce88bc63,"[17.6628719, 59.81497100000001]","[-118.76297959999998, 34.14742409999999]",704,4821
59e70474f7eae42943ba63363f887cdaa91e29f9,"[-79.3888853, 43.6550684]","[-75.7222571, 45.39341719999999]",9677,9159
59e70474f7eae42943ba63363f887cdaa91e29f9,"[-79.3888853, 43.6550684]","[-79.39565640000002, 43.6628917]",9677,8037
59e70474f7eae42943ba63363f887cdaa91e29f9,"[-75.7222571, 45.39341719999999]","[-79.39565640000002, 43.6628917]",9159,8037
59eeeb64b3f955fd1b1a93ea85e7e850272428e9,"[120.675326, 24.123552]","[120.6045116, 24.1846146]",2953,1609
59f495eef3dd030c9e89759bcf3aeb1b0f0dd222,"[121.5201492, 25.1197546]","[121.513702, 25.123002]",4188,3022
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[116.354693, 39.936532]",5230,6031
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[116.4148846, 39.91068509999999]",5230,6430
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[121.56896529999999, 38.882512]",5230,5976
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[117.18568300000001, 39.117072]",5230,5203
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[114.299525, 30.53535699999999]",5230,9952
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[116.42045300000001, 39.80428]",5230,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[116.2403875, 40.2162205]",5230,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[119.306501, 26.087529]",5230,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[116.3264439, 39.9996674]",5230,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.41481, 39.911431]","[115.69807800000001, 39.972992100000006]",5230,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[116.4148846, 39.91068509999999]",6031,6430
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[121.56896529999999, 38.882512]",6031,5976
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[117.18568300000001, 39.117072]",6031,5203
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[114.299525, 30.53535699999999]",6031,9952
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[116.42045300000001, 39.80428]",6031,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[116.2403875, 40.2162205]",6031,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[119.306501, 26.087529]",6031,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[116.3264439, 39.9996674]",6031,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.354693, 39.936532]","[115.69807800000001, 39.972992100000006]",6031,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[121.56896529999999, 38.882512]",6430,5976
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[117.18568300000001, 39.117072]",6430,5203
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[114.299525, 30.53535699999999]",6430,9952
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[116.42045300000001, 39.80428]",6430,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[116.2403875, 40.2162205]",6430,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[119.306501, 26.087529]",6430,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[116.3264439, 39.9996674]",6430,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.4148846, 39.91068509999999]","[115.69807800000001, 39.972992100000006]",6430,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[117.18568300000001, 39.117072]",5976,5203
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[114.299525, 30.53535699999999]",5976,9952
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[116.42045300000001, 39.80428]",5976,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[116.2403875, 40.2162205]",5976,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[119.306501, 26.087529]",5976,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[116.3264439, 39.9996674]",5976,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[121.56896529999999, 38.882512]","[115.69807800000001, 39.972992100000006]",5976,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[114.299525, 30.53535699999999]",5203,9952
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[116.42045300000001, 39.80428]",5203,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[116.2403875, 40.2162205]",5203,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[119.306501, 26.087529]",5203,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[116.3264439, 39.9996674]",5203,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[117.18568300000001, 39.117072]","[115.69807800000001, 39.972992100000006]",5203,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[114.299525, 30.53535699999999]","[116.42045300000001, 39.80428]",9952,6947
59f96c4166966aa929450a859c3d3fb2b6058c50,"[114.299525, 30.53535699999999]","[116.2403875, 40.2162205]",9952,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[114.299525, 30.53535699999999]","[119.306501, 26.087529]",9952,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[114.299525, 30.53535699999999]","[116.3264439, 39.9996674]",9952,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[114.299525, 30.53535699999999]","[115.69807800000001, 39.972992100000006]",9952,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.42045300000001, 39.80428]","[116.2403875, 40.2162205]",6947,822
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.42045300000001, 39.80428]","[119.306501, 26.087529]",6947,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.42045300000001, 39.80428]","[116.3264439, 39.9996674]",6947,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.42045300000001, 39.80428]","[115.69807800000001, 39.972992100000006]",6947,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.2403875, 40.2162205]","[119.306501, 26.087529]",822,340
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.2403875, 40.2162205]","[116.3264439, 39.9996674]",822,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.2403875, 40.2162205]","[115.69807800000001, 39.972992100000006]",822,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[119.306501, 26.087529]","[116.3264439, 39.9996674]",340,10325
59f96c4166966aa929450a859c3d3fb2b6058c50,"[119.306501, 26.087529]","[115.69807800000001, 39.972992100000006]",340,9798
59f96c4166966aa929450a859c3d3fb2b6058c50,"[116.3264439, 39.9996674]","[115.69807800000001, 39.972992100000006]",10325,9798
59fbab6a32c25fca82624af6720778e1b8e512d7,"[-1.2543668, 51.754816399999996]","[-0.9418156999999999, 51.4414205]",8224,3325
5a073b51c60bf4d599c2e5bfe236bd11abf07daa,"[-0.6349804, 51.2797528]","[8.670249199999999, 49.4191402]",4877,3937
5a0f78d157629e8929ac78ea6da0f0148f5900a8,"[17.6300093, 59.85090049999999]","[14.830025699999998, 56.8544846]",312,10132
5a10082dd0ca8291f77e6b36de5593ba87530b2b,"[129.0810047, 35.233512299999994]","[126.9519053, 37.459882]",673,6929
5a10082dd0ca8291f77e6b36de5593ba87530b2b,"[129.0810047, 35.233512299999994]","[126.94552279999999, 37.5597476]",673,8074
5a10082dd0ca8291f77e6b36de5593ba87530b2b,"[126.9519053, 37.459882]","[126.94552279999999, 37.5597476]",6929,8074
5a1dd8ceedf59e4e8746320cdac85836e6cfc751,"[-122.2696909, 37.80600039999999]","[113.66320320000001, 34.785471799999996]",7234,4986
5a24978908794ebd03603cea9f06e1f914c4f176,"[127.45633909999998, 36.62904040000001]","[-93.64646540000001, 42.0266187]",919,2105
5a2bbe485917282b8eff252ec710a1e456768dfe,"[-118.76297959999998, 34.14742409999999]","[5.7329455000000005, 58.853258499999995]",4821,6130
5a2d0804fc8a4c5d6c661deca4e3150e5cbc77d5,"[120.08649950000002, 30.30868439999999]","[-96.7500993, 32.9857619]",8453,10429
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[6.9890086999999985, 51.43644929999999]","[9.9526367, 48.422338]",44,4349
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[6.9890086999999985, 51.43644929999999]","[7.0865227, 50.726771500000005]",44,8588
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[6.9890086999999985, 51.43644929999999]","[11.0045507, 49.5978804]",44,5310
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[9.9526367, 48.422338]","[7.0865227, 50.726771500000005]",4349,8588
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[9.9526367, 48.422338]","[11.0045507, 49.5978804]",4349,5310
5a36cab88be5a21b238cbf9a24d68cb3209739d3,"[7.0865227, 50.726771500000005]","[11.0045507, 49.5978804]",8588,5310
5a4a0f630530c7225fd23178fbdfedd2dccf535c,"[130.54453840000002, 31.570128399999998]","[130.4250445, 33.6266584]",1412,6799
5a4fe515ba7441d9da4fd72539d9c525b8c7b0b3,"[25.0841732, 35.3060458]","[132.07849620000002, 34.8840525]",1387,4174
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[2.4846467999999997, 48.914674600000005]","[2.3412757, 48.8507603]",9486,3620
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[2.4846467999999997, 48.914674600000005]","[-71.2107848, 46.815211700000006]",9486,3992
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[2.4846467999999997, 48.914674600000005]","[2.3574990000000002, 48.847103600000004]",9486,10285
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[2.3412757, 48.8507603]","[-71.2107848, 46.815211700000006]",3620,3992
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[2.3412757, 48.8507603]","[2.3574990000000002, 48.847103600000004]",3620,10285
5a575cf8c90efa9e40cfbf87f2a202bb39d68951,"[-71.2107848, 46.815211700000006]","[2.3574990000000002, 48.847103600000004]",3992,10285
5a5a25d733b227ba661f3ba8f69af5886999f02c,"[18.0304568, 59.3486777]","[18.0236579, 59.34814839999999]",10608,4347
5a6330a739f18fd6bc502bd9b59de55e8c081d4e,"[4.9557262999999985, 52.35581819999999]","[2.1046866, 41.5020282]",9718,1333
5a6330a739f18fd6bc502bd9b59de55e8c081d4e,"[4.9557262999999985, 52.35581819999999]","[-9.2182735, 38.7070841]",9718,7129
5a6330a739f18fd6bc502bd9b59de55e8c081d4e,"[2.1046866, 41.5020282]","[-9.2182735, 38.7070841]",1333,7129
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.20304399999999, 22.421437]","[-83.7382241, 42.2780436]",6781,3686
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.20304399999999, 22.421437]","[114.13784369999999, 22.2840174]",6781,10209
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.20304399999999, 22.421437]","[114.1797311, 22.3039347]",6781,6039
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.20304399999999, 22.421437]","[119.00714599999999, 33.639775]",6781,929
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.20304399999999, 22.421437]","[121.51992800000001, 30.835243]",6781,9299
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[-83.7382241, 42.2780436]","[114.13784369999999, 22.2840174]",3686,10209
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[-83.7382241, 42.2780436]","[114.1797311, 22.3039347]",3686,6039
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[-83.7382241, 42.2780436]","[119.00714599999999, 33.639775]",3686,929
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[-83.7382241, 42.2780436]","[121.51992800000001, 30.835243]",3686,9299
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.13784369999999, 22.2840174]","[114.1797311, 22.3039347]",10209,6039
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.13784369999999, 22.2840174]","[119.00714599999999, 33.639775]",10209,929
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.13784369999999, 22.2840174]","[121.51992800000001, 30.835243]",10209,9299
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.1797311, 22.3039347]","[119.00714599999999, 33.639775]",6039,929
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[114.1797311, 22.3039347]","[121.51992800000001, 30.835243]",6039,9299
5a64d8be518b46570d2567a704fc8d6d95bd1008,"[119.00714599999999, 33.639775]","[121.51992800000001, 30.835243]",929,9299
5a7988cd92e05a8bca504b5f1a467e2c8d3976d2,"[106.2837517, 38.4146595]","[112.57008540000001, 37.8097105]",2986,7454
5a7af4bc5cc14fbcd0bcc8d26515478c65a24406,"[117.3616476, 39.343357399999995]","[117.219999, 39.08322700000001]",1898,398
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-71.11666009999998, 42.3770029]",7474,7878
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-71.09313890000001, 42.359244399999994]",7474,9223
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-81.7752618, 26.463711600000003]",7474,8405
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-87.16208569999998, 14.084609900000002]",7474,9393
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-90.1203167, 29.940728200000002]",7474,3246
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-94.5760649, 39.0990178]",7474,6561
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-89.2906125, 48.378316399999996]",7474,10143
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-122.2585399, 37.8718992]",7474,3545
5a843f4299b04090ff76451decfe9f0b025cfe48,"[-71.08895809999999, 42.362885799999994]","[-71.067566, 42.3626109]",7474,4441
